	batch4.sig126	batch4.sig127N	batch4.sig127C	batch4.sig128N	batch4.sig128C	batch4.sig129N	batch4.sig129C	batch4.sig130N	batch4.sig130C	batch4.sig131N	batch4.sig131C	batch5.sig126	batch5.sig127N	batch5.sig127C	batch5.sig128N	batch5.sig128C	batch5.sig129N	batch5.sig129C	batch5.sig130N	batch5.sig130C	batch5.sig131N	batch5.sig131C
tr|A0A0G2K394|A0A0G2K394_RAT	339066.032897358	341799.821532766	361509.754620214	373140.351921281	393736.911996626	402681.197108506	373030.881288518	343193.600466325	456052.320650951	429129.110513015	394902.010203636	315149.437604945	312843.324063055	345129.040983175	336552.22984307	340981.06298035	344801.67230464	333598.197688962	360200.723022682	389679.783719621	372283.604064731	344809.777455966
tr|F1M5B1|F1M5B1_RAT	136162.61880388	134673.194247716	138716.500697407	145907.723428614	114296.537236335	117129.036057581	147901.92824739	132534.698820428	108665.997244811	109674.850077697	129337.765141791	147391.686245143	145633.612057822	153414.939093795	155790.15505049	139667.019964626	180445.453894876	173300.834174642	176785.889622736	166844.834907856	154257.836395408	144920.741955146
tr|A0A1B0GWY3|A0A1B0GWY3_RAT	994927.283798794	867431.513511839	797334.158415308	892281.249278716	1053385.38569782	932030.52900561	870694.152775543	769328.335810238	932029.643682518	887119.048072255	862454.689877157	612151.485893714	597259.721235029	555087.083238847	557168.079849951	449908.453646195	468527.313523379	611857.100769767	516677.804997866	524275.646714671	589226.80476084	522652.824360598
tr|D4A7Y4|D4A7Y4_RAT	198620.512989534	195806.895737943	191504.188896894	190235.012822984	183577.07798462	185894.876065751	179365.429757647	198708.809204136	183925.654678977	180278.37520706	183555.95381829	100663.080625057	104390.561299513	105106.095756371	108587.337153644	106509.522145833	107594.05118213	107563.021392932	108225.026781392	106000.233440995	101667.188399808	106937.84157532
sp|Q9Z1C7|RPGF4_RAT	402310.120870947	321255.175837249	332432.263705626	330341.808306605	354225.852598207	323945.46818722	229534.457108214	336973.021444813	302141.755077783	294805.638934029	316872.502949866	196416.595075343	242823.067217294	200722.525901301	185714.913442539	213333.054799652	177261.848206793	195631.831062549	189466.949973582	204061.29844528	167394.07092966	202778.005165493
sp|Q5PPN4|CAH8_RAT	415035.346243195	338820.422797502	439437.373782245	421646.08086189	411224.270388909	440910.875874537	488891.526592585	360448.873402345	461016.890861931	410811.714608478	430521.085208825	244489.9077973	232505.361912201	194805.18928702	173357.759379867	233598.223890941	230475.648754541	262009.90520931	263971.39131549	269436.459281833	229660.088273784	227370.005924641
tr|F1LXJ9|F1LXJ9_RAT	89079.6395146653	89187.1606350172	89161.6230916985	88276.7562228187	88583.2702781484	90169.1398615214	82189.0687931559	82750.8441691351	94556.7992048618	88183.1094947766	89438.9706599444	80823.2509961978	79584.1486700542	80425.1700833637	86365.4430534902	83242.4669460211	84583.1753455607	83370.0752144863	78754.204911304	83017.3951879105	83393.5348656381	81189.8424107972
sp|P62489|RPB7_RAT	44471.6748023451	48518.1967594866	48987.2119199401	51708.9392034287	45044.2654717194	46933.729669863	51413.8492305864	47537.5429780405	47252.1428436031	47595.9448773074	48430.7617773801	79170.790853206	77857.6415496866	71201.2876339955	70843.909358114	73467.8567289954	81112.4767454999	77375.6474291661	77367.9457456294	82112.7525797677	76664.5750194067	77889.3768316578
tr|A0A0G2JX93|A0A0G2JX93_RAT	663469.810551835	702141.841935059	737823.737342993	702848.365098335	678196.430001516	720144.695962487	615581.197457374	667909.656624384	698411.395106347	712785.172928386	705191.976308284	455843.133614611	434258.813326456	397362.907528733	392913.149049046	442989.828379598	362330.199781596	399703.060845391	447233.861872847	359070.327833031	365745.043223006	396839.198606389
tr|F1MAS3|F1MAS3_RAT	69868.5916839555	63527.8106886152	80174.6423718108	74509.7510554111	61964.5587601685	66461.5776689913	60037.4164253179	76493.2545973347	71140.4704607496	59981.7878056574	66331.3699070422	94604.5790091766	101874.77585216	80812.7986608484	77574.1067479157	82414.0200903487	79975.558679315	86011.6766260255	88114.3216838227	86009.3561666367	71957.0463660778	80988.6064786876
sp|Q5D006|UBP11_RAT	323905.320876313	317419.53595292	324382.507277872	311531.817897902	320724.847290807	302474.674189713	274389.584612271	306051.002077807	308988.259836019	311029.272524361	314567.994990611	237303.191030776	229743.246005455	230229.994598813	239387.31394621	225788.537664601	217842.814472525	243681.337639903	235992.083077079	206945.997867173	216781.359131396	228619.077940609
sp|Q5M9F0|CK049_RAT	24504.0952614991	26692.6299160483	20343.9890066764	27232.8200746227	26161.1871591123	24429.2335463192	27495.0198384906	26538.6047486795	21608.9387517408	25739.2906097869	22737.5593473391	29402.8940682184	32956.1945521143	33943.4425823221	31803.1810958815	36962.885451796	29695.9263246843	34834.5866040514	33394.3265599342	28221.1107240136	28628.9315239136	32377.0428367787
tr|D4ABC5|D4ABC5_RAT	66777.367444631	70916.4779801029	74046.8624954294	72447.1564472186	75143.455675917	74711.3580029541	83468.3896930346	74328.7575378359	73050.8930085682	61449.2588885865	75537.3348011949	98242.0976824753	100595.925247238	94267.2507974573	122550.764373497	98710.9661212097	115598.010279543	121083.418047634	124645.514876176	102335.291300481	124660.566729254	106796.509164656
sp|P14270|PDE4D_RAT	198386.900923175	158734.381725666	179569.339140467	170553.831830146	187316.67279402	172096.495245679	163296.964813305	204332.228629784	170324.380655142	157417.599958796	169678.224583596	195597.296341054	190174.812866006	205008.287619997	198961.323798427	199262.276797398	198051.604936965	215662.229802652	199021.967261253	189728.018990054	187897.005605098	187010.606025762
sp|B0BNI5|OLFL3_RAT	108535.874587196	147358.018106555	114849.722339269	124773.129365396	146459.888611244	140850.55022856	97338.2507397311	94586.9257582124	119288.194981624	134750.387724146	137821.038068841	44893.9978663542	44574.0947326277	42362.3298541797	41928.1798457321	39651.8905888962	30147.5013719943	42514.9791186527	44546.2781140048	31043.9514346952	38297.877969548	42251.3727605102
sp|Q641X3|HEXA_RAT	390619.946852653	405990.827669776	404797.282423022	388670.402752006	387771.492184472	424552.194279263	408305.682895089	366898.252548348	414190.792627698	375336.131367106	390815.222156973	416752.639559611	404745.191359572	371564.215180831	390816.82672395	401926.642914712	422764.886918653	380702.757840618	406587.368706318	416343.148910756	396857.113135593	412602.139385624
sp|Q6XVN8|MLP3A_RAT	1860132.73053698	2052617.2923123	1852044.05822876	1919227.36071003	1705869.51236817	1663915.47854779	2009397.19204642	1823479.70542741	1636540.88290078	1824793.78845608	1868365.78594592	1381898.59955838	1295903.96947965	1316718.61248342	1262661.63697476	1303445.01205875	1328570.75543634	1375685.04383057	1272571.27659167	1261139.27065348	1287901.45894622	1382415.50839257
sp|Q62862|MP2K5_RAT	93716.2599483958	100025.65813557	97340.6015272169	95527.1278588082	97122.5322811947	98738.4944562162	80375.3141538503	86672.968458553	107792.650805931	102659.108801729	98249.5298291705	191037.144001341	152867.116420476	151160.594597855	165603.565681426	186061.644823492	148671.770201331	152232.281933172	141537.489120031	161816.259949815	198292.068938664	134692.483712071
sp|Q99PW5|NEUR3_RAT	27145.4248043994	30738.0591824173	30483.2311021873	25087.9174889848	32205.7594182083	35127.871883591	38116.7392462404	25625.6521769518	33513.8671796306	29721.3385163862	28679.6545425785	59281.088844096	66834.6214792501	70722.264683071	62035.7002016823	63436.9276913691	75065.2560260967	59796.1328933375	67007.7307523212	67831.0034755198	59626.0133575716	65171.7599119835
tr|D3ZSU7|D3ZSU7_RAT	463441.808645567	376775.771706554	464928.332648439	389390.862365006	472551.713105916	406119.5880512	519660.016934932	389716.36795016	488445.48650038	419021.688737452	490475.307972632	223541.420907218	240318.562087785	232395.433260719	230547.433921724	256338.967395499	271715.876769431	226169.380309516	248606.170322865	241021.733434783	271730.172809605	221638.27724196
tr|F1M6B6|F1M6B6_RAT	460406.523004836	437173.881598368	421784.275898394	419484.010149844	429288.691627676	412489.870711253	384031.258025821	428379.315705408	408623.53965031	409284.467265063	417321.511195008	379736.04602205	358706.011748843	391953.525881349	365496.46017818	360655.692151701	354785.380695035	374747.682596541	369159.189501942	371847.346897169	358672.446634145	360950.92853115
tr|F7EZF5|F7EZF5_RAT	23754.3666199541	23085.6370690928	26672.2913511053	23443.1451250285	24014.8468066428	25076.6813084299	19310.1672031955	21790.5674223373	26769.5025606558	23991.1858350883	22701.9333255777	20256.9448664754	20516.0042255926	20308.3925876615	23011.8793417562	21806.4611164578	20192.6122537415	20219.7938838235	22434.8708060916	22203.5033869159	19412.2302989123	21113.9076206534
tr|A0A0G2K5X6|A0A0G2K5X6_RAT	692436.012710734	639150.40122042	650248.542570716	630274.727092582	709197.605865054	650103.398154702	584421.778871903	712847.284289853	668132.541153332	642990.180528416	674827.5634221	677295.674470767	700283.277720597	732471.677360339	698241.353989701	695368.364076848	663528.292709352	715645.143661145	687826.24382518	643806.558421691	643024.255356469	701765.070757991
tr|A0A0G2K5K1|A0A0G2K5K1_RAT	167683.987893868	161999.442357627	156198.990977066	150132.865463072	160321.649080286	160058.515776734	173829.662519673	168603.552165638	155920.01214966	157744.109388893	164353.214618302	95703.5916748229	102819.305948772	97195.6578715224	103072.606074047	105333.289509938	107491.543197669	101207.443316053	113025.976076694	114286.503756557	105499.185588866	108459.405568992
sp|P97840|LEG9_RAT	43830.0011865853	49512.3189254489	41325.0915762113	35750.1397821665	45329.0868726581	36569.3424266483	180251.714783975	145890.716613647	297640.623169133	250700.5983745	152914.138414702	78574.651735117	95182.6955257	44463.2899459024	36022.9681193121	118982.677398099	146607.760378271	103260.116803616	128189.824049795	93694.5993192092	120879.187985843	76869.0789503889
sp|P05508|NU4M_RAT	172082.773538862	195252.676683317	277050.030373689	175656.033616092	206114.432670944	274047.564905069	494419.673580258	261149.432605448	301657.249598001	234907.198365042	249367.618949794	243737.836710802	191007.271624359	193336.583001236	257000.098452562	286817.044499633	167118.239034396	261102.166229412	259291.463887258	169034.318925439	194901.874762977	250274.045376586
tr|B2RYW3|B2RYW3_RAT	529002.158278576	516820.204283504	735368.395404121	533616.575173213	552046.74615061	654707.474708221	875913.047137003	629071.479833349	662793.917629789	644612.392991582	631127.54158538	202630.441372022	175204.800943356	195244.245544478	234231.702361346	229135.671282623	180429.110641781	214868.249845221	211833.454253969	161213.773096673	175163.375721822	210833.667059418
sp|F1LQ48|HNRPL_RAT	1658521.60554759	1491566.22643359	1681670.54410885	1666206.46563808	784644.488524624	796882.679258965	1268841.2508081	1228368.30520761	774203.334428582	726462.610690195	1352777.76098821	1530063.78448041	1579916.435678	1510615.11751271	1428308.59970291	1326160.64174331	1570184.83593599	1480660.46364666	1459593.11527203	1628967.83509884	1385317.35196164	1336265.84940441
tr|A0A0G2JSR7|A0A0G2JSR7_RAT	1885924.99156444	1512824.59507315	1761943.94408488	1466679.13889185	1118116.49770181	1133550.11031241	1439848.24898867	2109582.87576659	1069597.69888196	1022050.97966844	1437442.60674987	2283560.9644327	2522546.67263938	2396908.82733698	2427034.35607355	2206947.56770749	2387973.89419333	2279804.09531704	2336434.26058296	2268912.82585313	1934865.10591052	2287443.75261645
sp|P61810|CD5R1_RAT	199969.901764665	181588.435933433	158774.495238037	157857.850093122	179151.051791465	163541.511527129	163804.339975457	191010.757920382	180781.910036539	175444.076105133	183154.687909982	48886.3123408833	52220.91266053	55802.4076424871	58653.0958854514	55405.4862768714	59695.7272772959	55057.5979584148	49522.55744611	53387.9228155062	52444.747363479	60796.0188647809
tr|A0A0U1RRU0|A0A0U1RRU0_RAT	228866.258441574	279795.155855896	228093.036670856	243888.200286024	199947.464277074	223114.674540137	239624.094562084	266039.093949442	175265.655576043	213356.946527455	217253.859204368	103155.31132016	101636.912178907	115779.888151034	110662.420919124	97930.1416537706	116872.187923825	112469.495991071	106771.450028272	105531.570165312	100886.79591395	106851.317227709
sp|Q9QXT4|CMLO1_RAT	157199.984274713	170082.70933481	228302.771023514	200683.935998989	189310.850178922	185680.924837504	136953.307798259	124780.817975211	130157.013917674	147349.510613643	161349.886132473	106036.372759965	120412.473475889	108515.108451755	119310.460327557	164000.714947406	155206.005235207	103542.66032001	113750.37152973	95007.6860114105	98949.1883252982	125190.280948492
tr|F1M7Q5|F1M7Q5_RAT	568269.266472413	697575.556678778	655613.815355618	596017.32986697	456182.514715548	505675.185326486	537011.18376056	425526.765094684	539703.877369473	524516.286290952	565651.157565507	372531.404165228	388056.171510135	377703.251940837	403812.252498279	476569.694814369	476559.354997455	411812.356024757	483683.827846657	542770.389995478	540647.593412722	405289.494810404
tr|A0A0G2JZW1|A0A0G2JZW1_RAT	432605.804565152	552100.064603747	281953.965868631	383354.510360042	459796.128372096	431205.509246207	757138.548396696	409847.009751267	766348.776009407	596772.308357483	546792.230669868	655480.149977747	401183.612032301	497497.683954062	792436.640011176	432746.15007199	360963.049909101	479057.011040827	471545.65842392	524166.392854099	766378.755136339	489533.45468522
tr|A0A0G2JT86|A0A0G2JT86_RAT	196966.771128926	208732.650978187	215031.449037965	227765.383554517	210588.808165053	239144.49242484	174666.414859281	179461.616054874	200544.540832202	204835.747728109	207543.80238051	413715.597476938	402412.340100062	349119.148137018	353677.405104734	415717.884649377	334240.054869703	374422.964378544	413045.459307327	335623.763588804	347012.110168169	384044.425583485
tr|Q7TQ71|Q7TQ71_RAT	415870.300302454	378522.87425114	388549.630433436	418847.138291179	351809.643532035	390989.690371425	396824.732515983	401792.573871111	328774.110230798	362147.168537861	388060.606047486	184746.663536101	173454.299860922	159174.99867726	148070.363664843	180418.734673544	164955.825283248	170972.33355297	171828.758146001	160806.435600946	161967.100885999	162840.774720578
tr|Q5RKH5|Q5RKH5_RAT	324436.220688189	323512.762325198	326341.373684635	310058.217368384	318968.825850881	336081.539618629	274462.937096594	330899.062473068	331576.628752988	308268.795785285	317160.919778105	233601.343320245	257090.196435837	243821.354650939	261330.761127192	267246.598575274	244737.387298992	260804.881686932	276701.213838357	248575.706629571	239559.274691832	256216.061287314
tr|F1LU78|F1LU78_RAT	49435.1661810339	33218.1131590278	48443.6910655754	41630.8398042179	31687.8375386774	37091.4725598475	37015.6904459266	39177.162791217	35314.6335707885	31042.8580345499	37319.7238552549	32913.4840251222	28872.5396026949	33764.5064624799	36386.8873539505	28151.0412855552	25821.7272726528	30194.2879034453	31133.0962069796	28273.4141707801	25882.4137156468	29959.8771470374
sp|Q71RJ2|CCG2_RAT	585083.338797206	435461.783236566	541527.874536009	523172.868631956	531893.39329481	498852.642961855	472070.61933135	560234.252347125	444074.951610558	433550.591644595	476588.123408858	301692.06137027	278164.421885291	284561.389067753	265215.280043951	287646.228062945	305630.710233138	331144.832644304	288242.97946581	309494.387121383	265804.196336723	300434.91165481
tr|A0A0G2JZZ3|A0A0G2JZZ3_RAT	116899.876000391	122904.720677351	121024.99818275	104251.474090281	109175.977407204	113628.204719406	123413.099289779	138387.044785481	120355.305021055	122757.720618423	116216.340755565	139311.524336538	149922.555645515	146229.306413679	149133.571994672	147466.648665944	140815.566529249	140395.001591685	148831.008184839	141028.055386365	134191.886570065	148852.229661703
sp|Q9JKB8|PRP18_RAT	22717.1772791338	18599.0186857412	24234.4193823597	21027.3347998111	22453.6977677218	21993.3781454027	21746.8090222216	23904.65771633	22271.6262570428	20155.6616907879	20453.2511946461	78648.8067571714	80534.6191460844	75881.0492852798	84518.0638137748	85732.7018704533	89369.8597695154	87708.0694351371	87321.7933553997	81434.0761409951	75857.2793503235	80289.018815403
tr|D4A2N2|D4A2N2_RAT	183601.13470548	193488.326130183	212302.4769479	210806.895504928	184597.366350887	190639.415187948	176786.87961656	195011.672922655	191219.498783974	180415.336960032	192251.341900715	120781.041041378	120452.969825126	110486.882085511	109522.920839693	119714.059174087	104275.682632318	114022.901813892	129371.724104158	107223.166107875	114888.153559418	118743.584193328
sp|Q6NX65|PDC10_RAT	1093679.15354818	1101636.29510657	1213605.5753433	1192484.09108817	1182141.77854607	1213976.03288684	1207681.92212013	1204334.28102444	1276724.11275621	1155734.23656883	1156111.44090561	1208005.16982307	1190885.68084579	1251435.17856727	1261627.49376173	1264407.72037491	1258804.37552999	1252906.42140745	1208046.76113127	1302329.28044081	1316049.19315626	1142079.83836479
tr|Q3B7D6|Q3B7D6_RAT	231771.530327047	231965.18020771	231841.680650531	238530.357027632	215358.722188943	227510.976552304	223920.907172054	197380.06751246	222144.465924587	211753.858151039	225316.488241589	330277.820436233	330143.123592299	340815.022155502	366867.292891496	313336.715312387	336125.574142811	306129.904022813	298228.447386431	339252.092878706	340933.196417254	337878.274561766
tr|A0A0G2K8V6|A0A0G2K8V6_RAT	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	12583.0914254491	11607.0520613033	11619.1645540365	13206.5118952433	10502.5484631828	13327.1321738167	12343.2280388518	15022.1468082092	13721.4274366925	12172.2749496268	11025.9441515895	14696.5351015714
sp|P06687|AT1A3_RAT	42004423.9599635	43977039.2958467	43157566.9619713	41149245.1985536	46087560.7100333	46992199.4310774	52003261.7345019	42317692.828084	46864413.0949274	47992681.0364669	47444362.1139101	52341661.6715235	55357230.2129226	54847433.3876689	55861346.978339	49629869.2601342	55283380.4133308	52570850.4496567	52559416.6131762	54889481.4321876	53632639.6539426	55392298.9074622
sp|Q5U2Q7|ERF1_RAT	704512.440870243	730483.349393924	834796.153194675	740801.692839701	749012.045362123	800887.608542514	586795.801138033	676987.409482379	808031.097007858	736345.007382656	767399.639612807	390887.148232051	396213.863817257	387573.766463862	395295.795527227	435194.756861407	341797.489941419	397200.275243793	414056.022570957	373309.819217615	366285.677291488	405583.305607854
sp|B0BN85|SGT1_RAT	1729843.7433764	1726569.95282706	1816900.19628109	1821039.28253277	1789713.85387736	1848751.43388889	1950056.2037414	1742229.60455724	1897494.31507461	1823926.05000511	1841930.04572985	1786698.39060818	1716729.55830016	1870519.69906219	1824918.52600975	1843987.44624004	1904736.33072497	1843657.89328968	1842362.93943191	1945540.44273125	1887895.15399636	1775868.65522261
tr|A0A0G2JYN4|A0A0G2JYN4_RAT	140047.244527446	139330.356236385	148206.610398068	128564.18991676	134945.126877702	144496.618102439	119575.285396633	153406.04511166	137740.903512771	139229.251222023	138755.7967376	66029.4116852545	72377.3557549505	68152.219361391	64637.2930563615	68502.3864565562	66609.2592305579	66187.7564154635	66538.0860517767	70712.3058857926	61237.0229044006	60734.5880177979
tr|D3ZK29|D3ZK29_RAT	55767.6711404407	53144.1755725863	49878.3731899742	53071.9063390359	61120.2600079005	55782.9798422241	43045.5414182075	57054.3641968104	51444.1037339646	59742.749648819	60816.5706927108	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702	54373.3856171702
tr|B2RYJ5|B2RYJ5_RAT	191053.306261736	178058.394716332	281461.810192915	185103.72737236	291148.029950129	363943.316886933	356200.370678924	372178.546436489	340503.075414074	290979.845990776	247643.990945564	1117562.86341719	773968.446384816	1093465.52845412	1006559.54691516	973962.313811094	647174.789500234	882621.328183078	858499.771173486	618572.037406374	1049195.3977009	859064.665736865
tr|M0R8C1|M0R8C1_RAT	547416.382664691	467680.942922825	498130.423245795	495759.839071773	514128.495969499	519404.820420001	461259.990277295	566077.14444333	535180.308270618	518090.560882183	483580.589742413	569704.280516	534140.762770675	571867.912027566	569060.767593057	567982.83657559	601644.418901047	604129.298462057	568736.695117768	573961.189586605	546324.485125016	570689.527978587
tr|D3ZI07|D3ZI07_RAT	572082.670629624	494048.622229273	552068.794502714	496748.406287086	515107.40104408	484080.556538953	409374.575307863	522651.097137086	521199.802235131	460710.898437018	488773.331281902	568930.89878688	556278.818049542	525771.074129615	539117.783762762	523376.632494705	454957.355323686	535492.740318665	533358.69302444	446893.14204066	430570.057026274	502307.825831773
sp|Q6MGD0|CUTA_RAT	374062.204611471	355339.44124932	352456.766684028	385245.690501298	383301.809679216	387774.722577869	413294.063662014	382074.247672164	414500.169229633	429176.620517075	387806.900066797	394180.927428974	368099.727341116	373668.662292748	373115.071153493	371880.798138727	348442.010322046	405296.531055794	402387.26478997	400267.641943273	445497.293311773	392116.02133127
sp|P62919|RL8_RAT	1901384.34240957	2021907.54556747	1972363.89398688	1754719.82688984	1591511.33804394	1606351.8667817	1879454.17196058	1996255.34776485	1456586.94758192	1486579.23820388	1791491.04999855	1711212.30666562	1688368.18818365	1701314.51944707	1750135.80036127	1568771.48153169	1800295.72483006	1673512.15225896	1681405.03410117	1700637.39139878	1623862.20004083	1614487.93618647
tr|A0A0G2K9C8|A0A0G2K9C8_RAT	320445.035624154	319298.200439264	329881.990972696	310856.427749836	309015.455001069	338049.384639388	273462.411505898	330493.484418701	340367.807560606	310918.979478231	319754.262034239	254060.215626035	278179.781041818	263973.395385584	281660.788300986	287510.75358564	263209.528155921	280151.569877125	296059.783236769	268959.365790454	256753.19284009	271720.016452946
tr|D4A3X1|D4A3X1_RAT	146202.443962278	128522.765632933	131229.506228161	143058.688738771	140308.426530598	141685.456105535	158803.184959365	134552.217128221	131136.554626412	129217.411329919	132636.597059639	138826.476615101	138489.250157287	153132.625652179	138542.199188632	138536.471172323	158317.454127334	157949.060234147	143364.503502231	164789.416200085	146043.517806443	143084.194975916
tr|Q7TPH3|Q7TPH3_RAT	488596.230234081	473187.120846812	475535.238304261	459580.146050676	431729.418904339	457521.031393833	367227.206841812	420352.332731312	426360.319452241	422583.597896663	425335.868152831	337760.105436184	341603.493979884	332319.278720926	342129.241712946	343909.868995423	309352.253853632	345486.4279733	361756.085371373	312059.879586018	301670.023701012	336694.797129526
tr|Q5RKK3|Q5RKK3_RAT	775141.431001088	839673.483359817	810687.191762397	857068.667391905	818683.747910029	852107.332883643	876415.261773425	707807.367081823	815894.795846043	837639.73417172	800491.629185027	403055.937174506	397436.763938203	427936.743145312	426764.635540114	421823.552032068	439170.190515625	398542.438109269	415955.32799818	450052.967325458	472644.692730681	413870.268195356
sp|P60570|PANX1_RAT	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	52548.3597236897	50272.0097563569	49700.9895737064	50864.7000771837	52662.7972723514	52138.4354078792	64210.732989921	61844.5154559154	48516.1801173096	50692.5682300558	48079.0141772325	51474.7901106855
tr|A0A0G2JTN4|A0A0G2JTN4_RAT	806000.898771775	822179.672251285	812210.995100543	856673.656613196	826369.152690361	865234.056389948	869887.428633439	764881.899722385	886950.229942854	869009.807671733	850079.484973094	760701.054609778	765020.263417651	772040.851467745	769353.506764328	816844.702239613	841794.901907926	826080.034976497	858930.466485354	825022.899648944	829695.074646743	774722.97539912
tr|F1M8D5|F1M8D5_RAT	97810.9828678563	89335.6307083316	97083.3606364599	87444.227780803	96470.2737566099	92994.8401687602	90021.8923459046	103760.69244016	95533.3404324632	96834.9882499412	95204.7739836399	114222.458752788	110431.896596416	120665.806473827	117953.651623797	123432.927215327	119132.586865567	130611.449005574	115159.391220301	111707.72044652	113046.35991462	119627.225265589
tr|D3ZA85|D3ZA85_RAT	554671.375944443	584897.152012305	579839.050155167	563698.635989118	597499.85224228	563637.31108287	709988.868879021	551488.943144835	583417.755890164	612124.539111677	598119.480091352	632320.893480698	613930.982027165	626086.061491691	614482.111560411	617207.807517028	639504.576123834	638359.351881761	629784.025556734	701195.70362188	677811.700413168	607307.089929896
tr|M0R7U1|M0R7U1_RAT	835116.327783136	697396.347861599	753362.131250776	701438.429849787	787440.812482331	695568.177574793	593217.901705648	784062.777997751	747866.934121719	697526.216925364	713263.247097982	616969.603360625	611854.934327285	637924.880325298	632194.630892703	638735.646228521	603756.054492191	652053.738547355	529659.041457262	482793.542058427	529333.176381287	611369.887390822
sp|F1MA98|TPR_RAT	941588.694889513	872904.111555377	893363.950736463	893490.041317082	840910.419477438	842356.22940892	1038236.31208839	936943.781842808	796368.064877432	810175.168611299	891708.682086981	708389.919759058	747615.384695846	744290.17406148	743181.745674495	667758.548966006	833796.864560344	699639.340623828	713510.066906472	792246.641440127	733724.380970466	737715.176303641
sp|P97710|SHPS1_RAT	1203709.26273199	1100631.7583291	1086778.52491808	1134816.8040735	1231491.51797893	1144471.01850859	1290494.23952732	1280619.06798266	1134526.50810203	1140959.48689926	1172347.70531909	1012629.85448979	972104.465969666	1079433.49042948	997127.152974275	872149.242070016	1122973.95091536	1110135.68664415	953959.281186584	1089747.83795792	987792.425342016	1042148.80902804
tr|D4A2K5|D4A2K5_RAT	51627.9661342442	55397.8896358632	55551.8357531772	61713.0330356266	51520.294552737	63765.6225787682	60957.0435118855	57795.1561816074	57733.7219352262	48993.6151062424	56616.5655842572	88338.5351309651	64845.630309169	78209.4259119765	63889.3830230343	76074.1132776717	79666.7424720923	84508.5914083199	77906.3348076771	72194.5102794249	67667.0767317949	77175.7366927478
tr|Q3B8P4|Q3B8P4_RAT	785786.112147857	761995.523093531	737631.740716596	791396.903813801	814092.12794578	815653.107092236	923325.091858162	720268.42985217	793235.238740038	817572.3570732	816726.505201257	690469.586312104	630494.629171295	631470.417307768	593815.674563483	672193.725182757	664057.625108209	672583.193275857	680898.989039844	726377.146261581	700727.230181801	661407.539142139
sp|P18665|RM03_RAT	569092.093113861	651288.064768926	612754.321178543	597081.51049447	596856.624442239	593650.841896195	484284.953499342	590822.467477368	452099.637303044	518521.514315029	504758.873666835	486955.696092572	521068.862611517	470921.792972428	446666.346410924	491555.997939802	459910.070233609	465199.646630832	465319.061523479	460395.75452968	425718.852742475	503733.931392476
sp|P35332|HPCL4_RAT	2217131.38631619	1928266.47846812	2188674.78386198	2101368.02483213	2316450.80100247	2292436.38502953	2568528.58646177	2417500.25569707	2350377.49824731	2210226.72055704	2293931.50000228	2211351.20489516	2023641.92596647	2167120.45913442	2172497.47808118	2122435.20835466	2191956.69758277	2377656.50739741	1941602.09569771	1920514.45192452	2172997.49695098	2157579.67265694
tr|D3ZAS2|D3ZAS2_RAT	404657.48226926	412510.098484054	439928.073930854	403980.342102402	415300.774460846	416434.524350151	359464.100043905	376904.235851916	440988.333027365	432906.582434291	413797.269000413	733734.310362688	727838.330259064	672016.699615326	722530.825501606	733467.806518327	620151.837300127	672450.08311628	711399.755163459	680260.31401748	656257.936686067	686834.471468949
sp|Q5FWT1|FA98A_RAT	331034.562331224	347944.28916031	335573.086749655	344424.805794389	345767.564934072	339239.077061957	381507.166047118	362233.641864002	352274.606814876	345264.160815035	345773.768959526	170557.234175258	180755.005788122	173495.11894595	176801.706904437	185426.284017236	175201.945155963	180119.334355637	184172.701045305	175333.000792861	173592.619129558	174483.108402849
sp|Q8K4M9|OSBL1_RAT	1426576.85007177	1382291.5626967	1246907.79277301	1276067.29780712	1380361.08247429	1396712.26881494	1056798.94009582	1225781.1977982	1271252.22655084	1244310.33298673	1296898.02151485	859993.40565993	882029.649037875	1040355.82115206	1060259.16688746	1061322.89655528	1080329.61532824	924022.894358266	959324.852687494	951646.915133231	948599.699174099	937648.27368178
sp|D3ZY68|GATC_RAT	37822.1995601285	41557.1705198635	40094.208850535	47950.4858600191	46192.9485988213	47896.3325081147	46454.0261600406	42878.1798860052	42681.1784930648	47690.9193487151	46813.1193740541	56284.184018601	55755.9089075895	57106.4931315812	48627.5523510513	49096.6002788156	57464.3188493977	74709.2911985501	65149.3485134609	62978.654214611	66187.7952125386	51700.6285742535
tr|A0A0G2JX16|A0A0G2JX16_RAT	90707.2039978925	92386.3926276648	91730.9796569513	94053.5061800597	87769.825735224	100075.282071681	88255.7589822271	99688.6726844223	89735.8675172656	89248.0946742352	90961.5977939139	58489.2768360066	61821.2547273833	57261.215776404	58489.6470981796	58568.8074392646	53214.9678157885	61712.3206591743	61982.5993408553	53640.2561909385	52768.4636390842	61262.3841684482
