X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.	a
"sp|Q8BWW4|LARP4_MOUSE"	17.6500837198151	17.5882159098656	17.6578801398547	17.6559070301832	17.7936389101342	17.7704508600558	18.2706809900434	18.174223799893	0.981176335364842
"sp|Q6ZQL4|WDR43_MOUSE"	18.1114894600189	18.062822689944	18.0636616597704	18.0305350401157	18.1413576098185	18.1397411597665	18.4084263799851	18.4105885400555	0.979894223321872
"sp|P05201|AATC_MOUSE"	20.3169509997153	20.3068064395641	20.2828451703727	20.2644130798403	20.3145765599522	20.2953323795112	20.564567339753	20.5775269300874	0.979229652255858
"tr|Q9JIZ5|Q9JIZ5_MOUSE"	16.0719383999803	16.0409203600046	16.0972413799252	16.008002430081	16.2247419599424	16.1804615100103	16.656125879786	16.6677294406374	0.979116439883669
"sp|Q9CS74|SGT1_MOUSE"	16.9010314396977	16.9338420202766	16.9156267205656	16.9594670700336	16.9719732000632	16.9483876003363	17.2090324997891	17.2612873503072	0.978958563966522
"sp|P63038|CH60_MOUSE"	24.9463337298899	24.9157804501686	24.890661650108	24.8908986498069	24.9599019299046	24.9459078399054	25.1654934501085	25.1835066600465	0.978781709284142
"sp|Q80Y44|DDX10_MOUSE"	19.6125126999516	19.5019112600663	19.5362296300787	19.5786356099106	19.5203827900859	19.6845654200799	19.9781869205238	19.9660198502033	0.978570227886719
"tr|A2T4N6|A2T4N6_MOUSE"	16.9375681704381	16.9017368396281	16.9494152004462	16.8326939203215	16.9706362698634	17.0286697700043	17.34541223025	17.3709251698691	0.978169244509464
"sp|Q64133|AOFA_MOUSE"	17.8585317300159	17.8701945798398	17.9191657600259	17.9054467397853	17.9624803902624	17.9213505802871	18.184965469801	18.1824205200563	0.978133396922935
"sp|Q99L48-2|NMD3_MOUSE"	16.353082740027	16.2363857299906	16.2918314499106	16.2348920600335	16.3484398400146	16.2744590599526	16.9994646895889	16.8774026299285	0.977947200343567
"sp|Q9QUJ7|ACSL4_MOUSE"	20.3530806894728	20.2932800596153	20.3409755799144	20.3537754300742	20.413047869548	20.4040338699218	20.6279069797481	20.6005602996028	0.977646991316193
"sp|Q9CZW4|ACSL3_MOUSE"	17.6942880600875	17.5459428396805	17.6613178501495	17.6639677398722	17.6420236899387	17.712538210327	18.0364938998445	17.9884437900159	0.977052274822888
"tr|Q3U821|Q3U821_MOUSE"	18.6103541498848	18.6040785501807	18.5785397999516	18.5880725398973	18.591881249964	18.5690635199726	18.9304025700448	18.9667929999073	0.976953229479012
"sp|O70251|EF1B_MOUSE"	21.4938664501042	21.5241228700823	21.5124954301089	21.4841737801981	21.4935390599934	21.5173457198414	21.7685299598903	21.8375444799127	0.976508018607864
"sp|Q99MD6|TRXR3_MOUSE"	18.0591231202551	18.0561091899806	18.0729924900714	18.0464179897554	18.1055021998894	18.0372532101254	18.4024724099825	18.447775889878	0.976371445875896
"sp|Q61753|SERA_MOUSE"	23.1643139800549	23.1941807500024	23.1378682300238	23.1461282199728	23.2235244699562	23.2135781999609	23.4494752097553	23.4533986599679	0.976064779267757
"sp|Q6PGG6|GNL3L_MOUSE"	18.6646278198581	18.5747032699805	18.617134630172	18.5603075401758	18.5413365198533	18.6988276401324	19.0271943100721	19.093422059907	0.975991328799248
"sp|P57725|SAMN1_MOUSE"	17.0856323302123	17.0712250904809	17.0102367598547	17.0536985700235	17.2063290203292	17.1511209197567	17.6241201202244	17.7399488801066	0.975958549384352
"sp|Q9CZ91|SRFB1_MOUSE"	18.9860603199514	18.9328152899769	18.9380759699448	18.9936752000152	18.9043856401005	19.1143857800108	19.3938966300708	19.4547110700009	0.975184681728309
"sp|Q80VY9|DHX33_MOUSE"	16.8923039204664	16.8271044999462	16.8581174194539	16.9151475302555	16.9096348304762	16.9532932799484	17.3255709496575	17.1923704901788	0.974407041850708
"sp|Q9JMH6|TRXR1_MOUSE"	20.2195977802519	20.1582655003369	20.191749689437	20.1545107101861	20.2924814702473	20.2107219901194	20.580105609666	20.5867129903495	0.97435250661862
"sp|Q8K2P7|S38A1_MOUSE"	19.0561416700876	19.0544863801227	19.0511616800546	19.0239787400096	19.1225105300759	19.0545676500026	19.373020399995	19.424156720079	0.974075563217027
