cluster	X.GN.	X.Pr0B_0h1.	X.ProB_0h2.	X.Pr0B_1h1.	X.Pr0B_1h2.	X.Pr0B_4h1.	X.Pr0B_4h2.	X.Pr0B_16h1.	X.Pr0B_16h2.
1	"sp|P98203|ARVC_MOUSE"	14.8284949098053	14.9114087297691	15.0223281700158	14.8934763901485	14.4895190100409	14.5852730300663	14.3427444397003	14.2042601503478
1	"sp|Q9WV54|ASAH1_MOUSE"	17.4665274203619	17.3581562797836	17.2726745896856	17.4104093001667	17.4004512502254	17.4445386598156	17.0003315103385	17.0050495395476
1	"sp|Q8BSY0|ASPH_MOUSE"	16.9491855894677	16.9250107503928	16.9907903596294	17.02738189017	16.8980432695435	16.8636634200961	16.6474963399869	16.6481377003279
1	"sp|Q4QY64|ATAD5_MOUSE"	17.6440753902102	17.6469344598484	17.7517052399009	17.713936369824	17.5103751002887	17.6551760102673	17.4620814701792	17.3838039897784
1	"sp|Q64518|AT2A3_MOUSE"	20.9782668500425	20.9370212699886	20.9810276398498	21.0196881401569	20.9373871301489	20.8948791097818	20.7164929103503	20.6782405801353
1	"sp|P70704|AT8A1_MOUSE"	16.7824117095667	16.7583449304787	16.8390161903539	16.8273520895125	16.6884851405531	16.6863124305593	16.489316670029	16.3719961000107
1	"sp|Q80VH0|BANK1_MOUSE"	14.7974004301486	14.8242520301349	14.741572460133	14.8316596000167	14.7357707600673	14.5946695298762	14.185321479882	14.1714218402709
1	"sp|O70445|BARD1_MOUSE"	16.7908099201521	16.7304318097809	16.7815407703808	16.8120829201921	16.7230267505387	16.7562159799141	16.454019899933	16.397242319964
1	"tr|A2AJ30|A2AJ30_MOUSE"	14.5771649101427	14.5992608502653	14.4213638997713	14.6442168697287	14.4589385698295	14.4954535797336	14.1555487898147	14.2010697900459
1	"sp|P41183|BCL6_MOUSE"	15.4840529999299	15.5955642899265	15.1135548598806	15.2334401701099	14.9778076097887	14.853016330008	14.7282683399827	14.6441032098638
1	"sp|Q6NVD9|BFSP2_MOUSE"	16.3503917699457	16.40644244998	16.4111320300366	16.1793779899377	16.2793696300264	16.1703806499344	15.0021235998835	15.0441084300268
1	"sp|D3Z6Q9|BIN2_MOUSE"	18.9482154199978	18.9887402599903	18.9205454700045	18.9959170801323	18.9065619100555	18.8559456000548	18.533049479813	18.557860329871
1	"tr|S4R270|S4R270_MOUSE"	18.9345570999525	18.9778918100527	18.9179136901125	18.9949845300978	18.9034645898899	18.8612444800702	18.5361031898425	18.5639918399602
1	"sp|Q9CY64|BIEA_MOUSE"	19.28835600999	19.224505270046	19.2801513300685	19.2450542399107	19.147707510044	19.0891410300558	18.8984751699787	18.9055814299561
